App,Category,Rating,Reviews,Size,Install,Type,Price,Content_Rating,Genres,Last_Updated,Android_Version
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,5000000,Free,0,Everyone,Puzzle,04/13/18,4.1 and up
Marble Woka Woka 2018 - Bubble Shooter Match 3,GAME,4.6,155186,Varies with device,10000000,Free,0,Everyone,Puzzle,08/03/18,4.1 and up
Pixel Art: Color by Number Game,GAME,4.7,1125566,25,10000000,Free,0,Everyone,Puzzle,07/17/18,4.2 and up
Score! Hero,GAME,4.6,5419676,96,100000000,Free,0,Everyone,Sports,06/13/18,4.0.3 and up
Super Jabber Jump 3,GAME,4.3,34494,23,5000000,Free,0,Everyone 10+,Arcade,07/11/18,4.0.3 and up
Rush,GAME,4.6,260651,51,10000000,Free,0,Everyone,Arcade,02/14/18,Varies with device
Jetpack Joyride,GAME,4.4,4638163,96,100000000,Free,0,Everyone 10+,Arcade,07/19/18,4.1 and up
Zombie Tsunami,GAME,4.4,4921409,Varies with device,100000000,Free,0,Everyone 10+,Arcade,06/15/18,4.0 and up
DEAD TARGET: FPS Zombie Apocalypse Survival Games,GAME,4.5,1468638,Varies with device,50000000,Free,0,Mature 17+,Action,07/23/18,4.1 and up
Word Search,GAME,4.2,344585,Varies with device,50000000,Free,0,Everyone,Word,07/02/18,4.0 and up
Farm Heroes Saga,GAME,4.4,7614407,70,100000000,Free,0,Everyone,Casual,07/26/18,4.0 and up
Racing in Car 2,GAME,4.3,234110,38,50000000,Free,0,Everyone,Racing,11/22/16,1.2.8
Dog Run - Pet Dog Simulator,GAME,4.7,48615,24,10000000,Free,0,Everyone,Simulation,05/22/18,4.0 and up
Facebook,SOCIAL,4.1,78158306,Varies with device,1000000000,Free,0,Teen,Social,08/03/18,4.0.3 and up
Instagram,SOCIAL,4.5,66577313,Varies with device,1000000000,Free,0,Teen,Social,07/31/18,4.0 and up
Facebook Lite,SOCIAL,4.3,8606259,Varies with device,500000000,Free,0,Teen,Social,08/01/18,4.0 and up
"Messages, Text and Video Chat for Messenger",SOCIAL,4.4,49173,4,10000000,Free,0,Everyone,Social,06/04/18,4.1 and up
Tumblr,SOCIAL,4.4,2955326,Varies with device,100000000,Free,0,Mature 17+,Social,08/01/18,Varies with device
All Social Networks,SOCIAL,4.2,22492,1.5,1000000,Free,0,Everyone,Social,05/21/18,2.16.11.10
Snapchat,SOCIAL,4,17014787,Varies with device,500000000,Free,0,Teen,Social,07/30/18,Varies with device
Social network all in one 2018,SOCIAL,4.3,1403,3.7,100000,Free,0,Everyone,Social,01/30/18,Varies with device
Pinterest,SOCIAL,4.6,4305441,Varies with device,100000000,Free,0,Teen,Social,08/03/18,1.1.6
TextNow - free text + calls,SOCIAL,4.4,441189,Varies with device,10000000,Free,0,Everyone,Social,08/03/18,1.2.0
Google+,SOCIAL,4.2,4831125,Varies with device,1000000000,Free,0,Teen,Social,07/26/18,4.4 and up
The Messenger App,SOCIAL,4.4,4919,2.8,1000000,Free,0,Everyone,Social,08/03/18,4.0 and up
Messenger Pro,SOCIAL,4.4,13762,3.9,1000000,Free,0,Everyone,Social,05/09/18,1.0.9
"Free Messages, Video, Chat,Text for Messenger Plus",SOCIAL,4.3,6086,3.1,1000000,Free,0,Teen,Social,06/14/18,4.1 and up
Telegram X,SOCIAL,4.6,70616,Varies with device,5000000,Free,0,Teen,Social,07/27/18,5.0 and up
The Video Messenger App,SOCIAL,4.4,1200,2.8,100000,Free,0,Everyone,Social,08/02/18,1.6 and up
Jodel - The Hyperlocal App,SOCIAL,4.5,76480,20,1000000,Free,0,Mature 17+,Social,08/06/18,4.4 and up
Who Viewed My Facebook Profile - Stalkers Visitors,SOCIAL,4.6,271445,9.9,5000000,Free,0,Everyone,Social,06/24/18,Varies with device
"Hide Something - Photo, Video",SOCIAL,4.6,225103,5.3,5000000,Free,0,Everyone,Social,06/13/18,4.0.3 and up
Love Sticker,SOCIAL,4.6,33177,10,1000000,Free,0,Everyone,Social,06/12/18,2.3 and up
Web Browser & Fast Explorer,SOCIAL,4.4,54768,2.6,5000000,Free,0,Everyone,Social,05/16/18,4.2 and up
"LiveMe - Video chat, new friends, and make money",SOCIAL,4.5,457197,Varies with device,10000000,Free,0,Teen,Social,08/03/18,3.7.0
VidStatus app - Status Videos & Status Downloader,SOCIAL,4.5,25562,31,5000000,Free,0,Teen,Social,08/02/18,3
Love Images,SOCIAL,4.3,16404,2.3,1000000,Free,0,Everyone,Social,06/24/18,4.1 and up
Web Browser ( Fast & Secure Web Explorer),SOCIAL,4.4,2508,6,500000,Free,0,Everyone,Social,11/20/17,4.1 and up
SPARK - Live random video chat & meet new people,SOCIAL,4.6,79658,17,5000000,Free,0,Mature 17+,Social,08/06/18,2.3 and up
Golden telegram,SOCIAL,4.3,374,20,50000,Free,0,Everyone,Social,07/30/18,4.1 and up
Amino: Communities and Chats,SOCIAL,4.8,1259075,62,10000000,Free,0,Teen,Social,07/20/18,Varies with device
Facebook Local,SOCIAL,4.2,4751,Varies with device,1000000,Free,0,Teen,Social,06/30/18,4.0.3 and up
Meet – Talk to Strangers Using Random Video Chat,SOCIAL,4.6,60562,15,5000000,Free,0,Mature 17+,Social,08/06/18,4.1 and up
MobilePatrol Public Safety App,SOCIAL,4,22695,Varies with device,1000000,Free,0,Everyone 10+,Social,06/21/18,Varies with device
"💘 WhatsLov: Smileys of love, stickers and GIF",SOCIAL,4.6,22098,18,1000000,Free,0,Everyone,Social,07/24/18,4.1 and up
Phone Tracker : Family Locator,SOCIAL,4.3,231325,5.4,10000000,Free,0,Everyone,Social,08/02/18,4.1 and up
HTC Social Plugin - Facebook,SOCIAL,3.6,13223,2.8,10000000,Free,0,Mature 17+,Social,06/08/16,Varies with device
Periscope - Live Video,SOCIAL,4,479908,15,10000000,Free,0,Mature 17+,Social,07/09/18,5.0 and up
Quora,SOCIAL,4.5,313633,Varies with device,10000000,Free,0,Teen,Social,07/25/18,Varies with device
Kate Mobile for VK,SOCIAL,4.4,540930,5.3,10000000,Free,0,Teen,Social,07/23/18,4.1 and up
Family GPS tracker KidControl + GPS by SMS Locator,SOCIAL,4.5,57146,Varies with device,1000000,Free,0,Everyone,Social,07/27/18,Varies with device
LinkedIn,SOCIAL,4.2,1225339,Varies with device,100000000,Free,0,Everyone,Social,08/02/18,Varies with device
Moment,SOCIAL,4.5,19583,37,1000000,Free,0,Teen,Social,08/01/18,Varies with device
"Text Me: Text Free, Call Free, Second Phone Number",SOCIAL,4.3,344921,Varies with device,10000000,Free,0,Everyone,Social,06/07/18,3.14.15
Meetup,SOCIAL,4.2,79129,23,5000000,Free,0,Teen,Social,08/02/18,1.10.0
Text Free: WiFi Calling App,SOCIAL,4.2,83488,Varies with device,5000000,Free,0,Everyone,Social,07/24/18,4.1 and up
TextNow - free text + calls,SOCIAL,4.4,441189,Varies with device,10000000,Free,0,Everyone,Social,08/03/18,Varies with device
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,08/02/18,Varies with device
Text free - Free Text + Call,SOCIAL,4.3,315441,Varies with device,10000000,Free,0,Everyone,Social,07/26/18,4.0 and up
textPlus: Free Text & Calls,SOCIAL,4.1,382120,28,10000000,Free,0,Everyone,Social,07/26/18,2.3 and up
"Free phone calls, free texting SMS on free number",SOCIAL,4.5,412725,35,10000000,Free,0,Everyone,Social,07/31/18,2.3 and up
Tango - Live Video Broadcast,SOCIAL,4.3,3806669,Varies with device,100000000,Free,0,Mature 17+,Social,08/01/18,2.3 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259849,76,50000000,Free,0,Mature 17+,Social,08/03/18,5.0 and up
"Tagged - Meet, Chat & Dating",SOCIAL,4.1,486824,Varies with device,10000000,Free,0,Mature 17+,Social,06/21/18,5.0 and up
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157004,34,50000000,Free,0,Everyone,Social,10/16/17,4.0 and up
"SayHi Chat, Meet New People",SOCIAL,4.2,423105,Varies with device,10000000,Free,0,Mature 17+,Social,07/09/18,Varies with device
Whisper,SOCIAL,4.1,205803,Varies with device,5000000,Free,0,Teen,Social,07/18/18,4.0 and up
"Tapatalk - 100,000+ Forums",SOCIAL,4.1,285816,Varies with device,10000000,Free,0,Mature 17+,Social,06/19/18,4.0 and up
Tumblr,SOCIAL,4.4,2955325,Varies with device,100000000,Free,0,Mature 17+,Social,08/01/18,4.0 and up
Blogger,SOCIAL,3.7,138026,2.7,5000000,Free,0,Mature 17+,Social,02/29/16,4.1 and up
Bloglovin',SOCIAL,3.9,8936,Varies with device,500000,Free,0,Everyone,Social,05/18/17,4.0 and up
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,100000,Free,0,Teen,Social,05/31/18,4.4 and up
Snapchat,SOCIAL,4,17014705,Varies with device,500000000,Free,0,Teen,Social,07/30/18,4.1 and up
Instagram,SOCIAL,4.5,66577446,Varies with device,1000000000,Free,0,Teen,Social,07/31/18,4.4 and up
TwitCasting Live,SOCIAL,3.6,14835,Varies with device,1000000,Free,0,Teen,Social,08/02/18,2.2 and up
Stream - Live Video Community,SOCIAL,4.1,6388,Varies with device,500000,Free,0,Teen,Social,12/05/17,2.3.3 and up
YouNow: Live Stream Video Chat,SOCIAL,4.1,309872,85,10000000,Free,0,Teen,Social,08/03/18,2.1 and up
Periscope - Live Video,SOCIAL,4,479909,15,10000000,Free,0,Mature 17+,Social,07/09/18,Varies with device
Mirrativ: Live Stream Any App,SOCIAL,4.1,17955,89,500000,Free,0,Teen,Social,08/02/18,2.3.3 and up
Snapchat,SOCIAL,4,17015352,Varies with device,500000000,Free,0,Teen,Social,07/30/18,4.0 and up
Instagram,SOCIAL,4.5,66577313,Varies with device,1000000000,Free,0,Teen,Social,07/31/18,Varies with device
Pinterest,SOCIAL,4.6,4305441,Varies with device,100000000,Free,0,Teen,Social,08/03/18,2.1 and up
Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51502,20,5000000,Free,0,Teen,Social,07/25/18,4.1 and up
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064049,Varies with device,50000000,Free,0,Mature 17+,Social,07/28/18,Varies with device
Banjo,SOCIAL,4.2,58341,9.3,1000000,Free,0,Everyone,Social,07/25/15,4.0 and up
We Heart It,SOCIAL,4.5,637309,Varies with device,10000000,Free,0,Teen,Social,07/18/18,Varies with device
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,50000000,Free,0,Mature 17+,Social,08/03/18,Varies with device
"ooVoo Video Calls, Messaging & Stories",SOCIAL,4.3,1157003,34,50000000,Free,0,Everyone,Social,10/16/17,Varies with device
Timehop,SOCIAL,4.1,161610,16,5000000,Free,0,Teen,Social,08/05/18,4.1 and up
Frontback - Social Photos,SOCIAL,3.8,19446,Varies with device,1000000,Free,0,Mature 17+,Social,12/01/17,4.1 and up
LinkedIn,SOCIAL,4.2,1225367,Varies with device,100000000,Free,0,Everyone,Social,08/02/18,Varies with device
Path,SOCIAL,4.4,1520959,Varies with device,10000000,Free,0,Teen,Social,05/09/18,Varies with device
Tango - Live Video Broadcast,SOCIAL,4.3,3806669,Varies with device,100000000,Free,0,Mature 17+,Social,08/01/18,Varies with device
"SayHi Chat, Meet New People",SOCIAL,4.2,423138,Varies with device,10000000,Free,0,Mature 17+,Social,07/09/18,5.0 and up
"Tapatalk - 100,000+ Forums",SOCIAL,4.1,285820,Varies with device,10000000,Free,0,Mature 17+,Social,06/19/18,5.0 and up
Couple - Relationship App,SOCIAL,4,33249,8.4,1000000,Free,0,Everyone,Social,03/05/15,4.1 and up
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,08/02/18,5.2.1
Nextdoor - Local neighborhood news & classifieds,SOCIAL,4.3,51504,20,5000000,Free,0,Teen,Social,07/25/18,Varies with device
POF Free Dating App,SOCIAL,4.2,1175794,Varies with device,50000000,Free,0,Mature 17+,Social,07/31/18,4.1 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,50000000,Free,0,Mature 17+,Social,08/03/18,Varies with device
LOVOO,SOCIAL,4,852455,68,10000000,Free,0,Mature 17+,Social,08/03/18,Varies with device
"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13,10000000,Free,0,Mature 17+,Social,07/31/18,4.4 and up
Patook - make platonic friends,SOCIAL,4,3677,50,100000,Free,0,Mature 17+,Social,06/21/18,4.4 and up
Meetup,SOCIAL,4.2,79129,23,5000000,Free,0,Teen,Social,08/02/18,Varies with device
Text Free: WiFi Calling App,SOCIAL,4.2,83488,Varies with device,5000000,Free,0,Everyone,Social,07/24/18,4.1 and up
Zello PTT Walkie Talkie,SOCIAL,4.4,695613,Varies with device,50000000,Free,0,Everyone,Social,08/02/18,Varies with device
textPlus: Free Text & Calls,SOCIAL,4.1,382121,28,10000000,Free,0,Everyone,Social,07/26/18,4.0 and up
magicApp Calling & Messaging,SOCIAL,4.1,207712,Varies with device,10000000,Free,0,Everyone,Social,06/09/18,5.2.1
"Dating App, Flirt & Chat : W-Match",SOCIAL,4.3,175722,Varies with device,10000000,Free,0,Mature 17+,Social,07/23/18,4.4 and up
uCiC- Videos and Photos on demand,SOCIAL,4,2052,7,100000,Free,0,Teen,Social,09/27/17,4.2 and up
Meetup,SOCIAL,4.2,79130,23,5000000,Free,0,Teen,Social,08/02/18,4.1 and up
POF Free Dating App,SOCIAL,4.2,1175815,Varies with device,50000000,Free,0,Mature 17+,Social,07/31/18,4.0 and up
MeetMe: Chat & Meet New People,SOCIAL,4.2,1259894,76,50000000,Free,0,Mature 17+,Social,08/03/18,Varies with device
"Tagged - Meet, Chat & Dating",SOCIAL,4.1,486830,Varies with device,10000000,Free,0,Mature 17+,Social,06/21/18,4.0 and up
LOVOO,SOCIAL,4,852455,68,10000000,Free,0,Mature 17+,Social,08/03/18,5.0 and up
"SKOUT - Meet, Chat, Go Live",SOCIAL,4.3,1064076,Varies with device,50000000,Free,0,Mature 17+,Social,07/28/18,Varies with device
Badoo - Free Chat & Dating App,SOCIAL,4.3,3781770,Varies with device,100000000,Free,0,Mature 17+,Social,08/02/18,2.3 and up
"Jaumo Dating, Flirt & Live Video",SOCIAL,4.4,900064,13,10000000,Free,0,Mature 17+,Social,07/31/18,4.0.3 and up
"Mico- Stranger Chat Random video Chat, Live, Meet",SOCIAL,4.4,624557,56,10000000,Free,0,Mature 17+,Social,07/27/18,4.0 and up
"SayHi Chat, Meet New People",SOCIAL,4.2,423138,Varies with device,10000000,Free,0,Mature 17+,Social,07/09/18,2.3 and up
"Waplog - Free Chat, Dating App, Meet Singles",SOCIAL,4.2,522018,Varies with device,10000000,Free,0,Mature 17+,Social,08/02/18,Varies with device
Couple - Relationship App,SOCIAL,4,33249,8.4,1000000,Free,0,Everyone,Social,03/05/15,4.0.3 and up
Meetup,SOCIAL,4.2,79130,23,5000000,Free,0,Teen,Social,08/02/18,2.3 and up
Amazon for Tablets,SHOPPING,4,141613,22,10000000,Free,0,Teen,Shopping,07/31/18,4.0 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6210998,15,100000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
OfferUp - Buy. Sell. Offer Up,SHOPPING,4.6,591312,Varies with device,10000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
Shopee - No. 1 Online Shopping,SHOPPING,4.3,94294,30,10000000,Free,0,Everyone,Shopping,07/23/18,4.0.3 and up
Shopee: No.1 Online Shopping,SHOPPING,4.2,608753,30,10000000,Free,0,Everyone,Shopping,07/23/18,3.2 and up
Kroger,SHOPPING,4.3,38961,27,5000000,Free,0,Everyone,Shopping,08/02/18,4.4 and up
"AliExpress - Smarter Shopping, Better Living",SHOPPING,4.6,5916606,Varies with device,100000000,Free,0,Teen,Shopping,08/06/18,Varies with device
Walmart,SHOPPING,4.4,441473,Varies with device,10000000,Free,0,Everyone,Shopping,07/30/18,Varies with device
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,Varies with device,100000000,Free,0,Teen,Shopping,07/30/18,4.21.1
"letgo: Buy & Sell Used Stuff, Cars & Real Estate",SHOPPING,4.5,973270,20,50000000,Free,0,Teen,Shopping,08/06/18,Varies with device
Amazon Shopping,SHOPPING,4.3,909226,42,100000000,Free,0,Teen,Shopping,07/31/18,3.0 and up
Lazada - Online Shopping & Deals,SHOPPING,4.2,1573054,Varies with device,50000000,Free,0,Everyone,Shopping,08/02/18,4.0 and up
OLX - Buy and Sell,SHOPPING,4.2,857923,18,50000000,Free,0,Everyone,Shopping,07/31/18,4.1 and up
The wall,SHOPPING,4.4,35563,4.2,1000000,Free,0,Everyone,Shopping,07/23/18,4.2 and up
Flipp - Weekly Shopping,SHOPPING,4.6,85858,Varies with device,10000000,Free,0,Everyone,Shopping,07/30/18,5.2.1
"Shrimp skin shopping: spend less, buy better",SHOPPING,4.2,106798,30,5000000,Free,0,Everyone,Shopping,07/23/18,Varies with device
Lotte Home Shopping LOTTE Homeshopping,SHOPPING,3.6,8820,33,5000000,Free,0,Everyone,Shopping,07/25/18,4.4 and up
"Horn, free country requirements",SHOPPING,4.5,37186,7.9,1000000,Free,0,Everyone,Shopping,06/30/18,3.0 and up
Jiji.ng,SHOPPING,4.4,25714,12,1000000,Free,0,Everyone,Shopping,07/24/18,5.0 and up
GS SHOP,SHOPPING,3.8,44255,15,10000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
The birth,SHOPPING,4.7,1084945,Varies with device,50000000,Free,0,Teen,Shopping,08/03/18,4.4 and up
CJmall,SHOPPING,3.6,18252,10,10000000,Free,0,Everyone,Shopping,08/06/18,Varies with device
Home & Shopping - Only in apps. 10% off + 10% off,SHOPPING,4.2,42750,9.9,10000000,Free,0,Everyone,Shopping,08/04/18,Varies with device
EHS Dongsen Shopping,SHOPPING,3.6,3656,9,1000000,Free,0,Teen,Shopping,08/03/18,4.1 and up
bigbasket - online grocery,SHOPPING,4.3,216741,Varies with device,5000000,Free,0,Everyone,Shopping,08/06/18,4.0 and up
Bukalapak - Buy and Sell Online,SHOPPING,4.4,662287,21,10000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
Life market,SHOPPING,4.5,30834,13,1000000,Free,0,Everyone,Shopping,07/17/18,4.21.1
Jabong Online Shopping App,SHOPPING,4.1,367290,11,10000000,Free,0,Everyone,Shopping,07/20/18,4.1 and up
Family Dollar,SHOPPING,4.3,2588,21,1000000,Free,0,Everyone,Shopping,07/23/18,Varies with device
Jumia online shopping,SHOPPING,4.3,162655,8.1,10000000,Free,0,Teen,Shopping,07/10/18,5.0 and up
Mercado Libre: Find your favorite brands,SHOPPING,4.7,3860225,Varies with device,50000000,Free,0,Everyone,Shopping,08/03/18,5.2.1
"Carousell: Snap-Sell, Chat-Buy",SHOPPING,4.3,125783,Varies with device,10000000,Free,0,Teen,Shopping,08/06/18,4.0.3 and up
Blibli.com Online Shopping,SHOPPING,4.2,171584,12,10000000,Free,0,Everyone,Shopping,07/26/18,1.0.2
"Club Factory Everything, Unbeaten Price",SHOPPING,4.2,244141,7.3,10000000,Free,0,Everyone,Shopping,08/06/18,4.1 and up
"Real Estate, Car, Shopping and Others",SHOPPING,4.3,568273,Varies with device,10000000,Free,0,Everyone,Shopping,08/04/18,1
ZALORA Fashion Shopping,SHOPPING,4.2,142512,15,10000000,Free,0,Everyone,Shopping,07/25/18,1.3
Magazine Luiza Online Shopping,SHOPPING,4.3,109124,22,10000000,Free,0,Everyone,Shopping,08/02/18,1.5-play
ROMWE - Women's Fashion,SHOPPING,4.6,135043,11,10000000,Free,0,Everyone,Shopping,07/30/18,1.1.1-play
Buscapé - Offers and discounts,SHOPPING,4.4,108592,8.3,10000000,Free,0,Everyone,Shopping,07/24/18,Varies with device
Myntra Online Shopping App,SHOPPING,4.3,1315242,Varies with device,50000000,Free,0,Everyone,Shopping,07/21/18,4.0.3 and up
11st,SHOPPING,3.8,48732,20,10000000,Free,0,Everyone,Shopping,07/31/18,Varies with device
Coupang,SHOPPING,4.6,308234,38,10000000,Free,0,Everyone,Shopping,08/02/18,4.1 and up
Wemep - Special price representative (special / shopping / shopping app / coupon / shipping),SHOPPING,4.5,178497,9.1,10000000,Free,0,Everyone,Shopping,08/02/18,3.43.3
Target - now with Cartwheel,SHOPPING,4.1,68406,24,10000000,Free,0,Everyone,Shopping,07/25/18,5.0 and up
Flipkart Online Shopping App,SHOPPING,4.4,6012719,Varies with device,100000000,Free,0,Teen,Shopping,08/06/18,Varies with device
Sam's Club: Wholesale Shopping & Instant Savings,SHOPPING,4.3,45362,Varies with device,5000000,Free,0,Everyone,Shopping,07/20/18,6.0 and up
Chilindo,SHOPPING,3.8,18364,29,1000000,Free,0,Everyone,Shopping,08/04/18,4.2 and up
Rossmann PL,SHOPPING,4,15867,Varies with device,5000000,Free,0,Everyone,Shopping,08/06/18,4.0.3 and up
"Jingdong - pick good things, go to Jingdong",SHOPPING,3.3,9189,98,1000000,Free,0,Teen,Shopping,08/01/18,Varies with device
CheckPoints 🏆 Rewards App,SHOPPING,4.1,23187,25,1000000,Free,0,Everyone,Shopping,06/21/18,Varies with device
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,1000000,Free,0,Everyone,Shopping,05/10/18,Varies with device
SnipSnap Coupon App,SHOPPING,4.2,9975,18,1000000,Free,0,Everyone,Shopping,01/22/18,4.0 and up
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,06/18/18,Varies with device
Coupon Sherpa,SHOPPING,4.4,7793,6.1,500000,Free,0,Everyone,Shopping,02/06/18,2.3.3 and up
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14,500000,Free,0,Everyone,Shopping,07/25/18,4.0.3 and up
SavingStar - Grocery Coupons,SHOPPING,4.2,31519,21,1000000,Free,0,Everyone,Shopping,06/12/18,4.1 and up
The Coupons App,SHOPPING,4.5,181990,Varies with device,10000000,Free,0,Everyone,Shopping,04/27/18,Varies with device
"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43,10000000,Free,0,Everyone,Shopping,07/24/18,4.1 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6211039,15,100000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
Key Ring: Cards Coupon & Sales,SHOPPING,4.1,42871,23,1000000,Free,0,Everyone,Shopping,07/27/18,4.2 and up
"Ibotta: Cash Back Savings, Rewards & Coupons App",SHOPPING,4.5,315908,52,10000000,Free,0,Everyone,Shopping,08/01/18,4.2 and up
"RetailMeNot - Coupons, Deals & Discount Shopping",SHOPPING,4.4,210208,Varies with device,10000000,Free,0,Everyone,Shopping,08/01/18,Varies with device
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,08/03/18,4.1 and up
"Kohl's: Scan, Shop, Pay & Save",SHOPPING,4.5,79261,57,5000000,Free,0,Everyone,Shopping,08/03/18,4.1 and up
Stocard - Rewards Cards Wallet,SHOPPING,4.6,284725,20,10000000,Free,0,Everyone,Shopping,07/31/18,1.2.0
Nike,SHOPPING,4.7,67071,40,1000000,Free,0,Everyone,Shopping,08/01/18,4.0.3 and up
Poshmark - Buy & Sell Fashion,SHOPPING,4.3,46153,17,10000000,Free,0,Everyone,Shopping,08/04/18,4.4 and up
Mercari: The Selling App,SHOPPING,4.4,101883,13,10000000,Free,0,Everyone,Shopping,08/03/18,1.0.9
Blidz - Hunt Free Deals On Trending Items!,SHOPPING,4.4,1659,33,50000,Free,0,Everyone,Shopping,06/29/18,Varies with device
SnipSnap Coupon App,SHOPPING,4.2,9975,18,1000000,Free,0,Everyone,Shopping,01/22/18,4.1 and up
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,1000000,Free,0,Everyone,Shopping,05/10/18,1.7
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,06/18/18,Varies with device
The Coupons App,SHOPPING,4.5,181990,Varies with device,10000000,Free,0,Everyone,Shopping,04/27/18,Varies with device
"Shopular: Coupons, Weekly Ads & Shopping Deals",SHOPPING,4.7,57920,Varies with device,1000000,Free,0,Everyone,Shopping,05/31/18,4.3 and up
LivingSocial - Local Deals,SHOPPING,4.1,28523,29,5000000,Free,0,Everyone,Shopping,08/03/18,4.1 and up
Coupons.com – Grocery Coupons & Cash Back Savings,SHOPPING,4.2,24953,Varies with device,1000000,Free,0,Everyone,Shopping,06/21/18,4.1 and up
"Ebates: Cash Back, Coupons, Rewards & Savings",SHOPPING,4.5,37253,31,1000000,Free,0,Everyone,Shopping,08/03/18,4.1 and up
"RetailMeNot - Coupons, Deals & Discount Shopping",SHOPPING,4.4,210208,Varies with device,10000000,Free,0,Everyone,Shopping,08/01/18,Varies with device
"Groupon - Shop Deals, Discounts & Coupons",SHOPPING,4.6,1370749,Varies with device,50000000,Free,0,Teen,Shopping,08/03/18,4.2 and up
FidMe Loyalty Cards & Deals at Grocery Supermarket,SHOPPING,4.2,33758,Varies with device,1000000,Free,0,Everyone,Shopping,08/06/18,5.0 and up
Stocard - Rewards Cards Wallet,SHOPPING,4.6,284721,20,10000000,Free,0,Everyone,Shopping,07/31/18,Varies with device
Ratings by Consumer Reports,SHOPPING,4.3,3420,13,100000,Free,0,Everyone,Shopping,02/27/18,4.4 and up
HauteLook,SHOPPING,4.1,7193,7.3,500000,Free,0,Everyone,Shopping,07/13/18,Varies with device
Extreme Coupon Finder,SHOPPING,4.1,11798,Varies with device,1000000,Free,0,Everyone,Shopping,05/10/18,6.0 and up
eBay: Buy & Sell this Summer - Discover Deals Now!,SHOPPING,4.4,2788923,Varies with device,100000000,Free,0,Teen,Shopping,07/30/18,4.1 and up
Checkout 51: Grocery coupons,SHOPPING,4.1,52896,Varies with device,10000000,Free,0,Everyone,Shopping,06/18/18,5.0 and up
Nordstrom,SHOPPING,4.6,2278,12,500000,Free,0,Everyone,Shopping,07/15/18,Varies with device
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,500000,Free,0,Everyone,Shopping,07/13/18,Varies with device
Fancy,SHOPPING,4.2,39735,18,5000000,Free,0,Teen,Shopping,07/25/18,Varies with device
Gyft - Mobile Gift Card Wallet,SHOPPING,4.1,9701,14,500000,Free,0,Everyone,Shopping,07/25/18,Varies with device
"Twice: Buy, Sell Clothing",SHOPPING,4.2,1558,21,100000,Free,0,Everyone,Shopping,07/29/15,4.1 and up
"Shopkick: Free Gift Cards, Shop Rewards & Deals",SHOPPING,4.3,213735,43,10000000,Free,0,Everyone,Shopping,07/24/18,Varies with device
Slice: Package Tracker,SHOPPING,4.2,16966,34,1000000,Free,0,Everyone,Shopping,07/12/18,4.4 and up
The Coupons App,SHOPPING,4.5,181990,Varies with device,10000000,Free,0,Everyone,Shopping,04/27/18,Varies with device
"Shopular: Coupons, Weekly Ads & Shopping Deals",SHOPPING,4.7,57920,Varies with device,1000000,Free,0,Everyone,Shopping,05/31/18,4.1 and up
Wish - Shopping Made Fun,SHOPPING,4.5,6211039,15,100000000,Free,0,Everyone,Shopping,08/03/18,Varies with device
"Carousell: Snap-Sell, Chat-Buy",SHOPPING,4.3,125783,Varies with device,10000000,Free,0,Teen,Shopping,08/06/18,4.1 and up
LightInTheBox Online Shopping,SHOPPING,4,41986,26,5000000,Free,0,Teen,Shopping,08/06/18,Varies with device
Walmart,SHOPPING,4.4,441473,Varies with device,10000000,Free,0,Everyone,Shopping,07/30/18,4.4 and up
Best Buy,SHOPPING,4.4,186116,34,5000000,Free,0,Everyone,Shopping,08/03/18,4.4 and up
